timestamp;tag;duration;package_0;dram_0;core_0
1706825501.3383214;wrapper;0.00420069694519043;166198.0;4882.0;157959.0
1706825504.3458357;wrapper;0.0019016265869140625;80810.0;2624.0;76110.0
1706825507.3500447;wrapper;0.0018825531005859375;97167.0;2564.0;89905.0
1706825830.9364889;wrapper;0.002917766571044922;47730.0;3662.0;14526.0
1706825832.6594954;wrapper;0.003534078598022461;47303.0;3724.0;14222.0
1706825832.9486065;wrapper;0.0009620189666748047;12634.0;854.0;1831.0
1706825882.354846;wrapper;0.0009818077087402344;12695.0;854.0;2258.0
1706826227.6325965;wrapper;0.004213571548461914;263794.0;6409.0;181030.0
1706826230.6419744;wrapper;0.0019078254699707031;112305.0;2991.0;93933.0
1706826233.6481242;wrapper;0.0018954277038574219;113037.0;2441.0;92224.0
1706826236.6537411;wrapper;0.001996278762817383;51453.0;2259.0;69457.0
1706826239.7236073;wrapper;0.0019295215606689453;104736.0;2868.0;90332.0
1706826242.7329845;wrapper;0.001912832260131836;95093.0;2502.0;79468.0
1706826269.8251426;wrapper;0.001959085464477539;112671.0;2929.0;87158.0
1706826272.8323534;wrapper;0.0018813610076904297;111023.0;2624.0;88074.0
1706826275.837341;wrapper;0.0020568370819091797;106018.0;2564.0;98205.0
1706826278.8413303;wrapper;0.0019197463989257812;102661.0;2624.0;78430.0
1706826281.911046;wrapper;0.0018544197082519531;47607.0;1099.0;60303.0
1706826284.9164128;wrapper;0.0019073486328125;109313.0;2564.0;92834.0
1706826287.9213648;wrapper;0.0019268989562988281;110901.0;2563.0;91064.0
1706826290.9272401;wrapper;0.0019872188568115234;113830.0;2502.0;96741.0
1706826294.0004666;wrapper;0.001909017562866211;114929.0;3357.0;92956.0
1706826297.009408;wrapper;0.001880645751953125;100463.0;2685.0;75684.0
1706826300.0153933;wrapper;0.001918792724609375;119018.0;3357.0;89721.0
1706826738.4535992;wrapper;0.004270076751708984;213684.0;5066.0;186157.0
1706826854.967614;wrapper;0.0014548301696777344;32593.0;2747.0;7263.0
1706826856.6614795;wrapper;0.0031175613403320312;47730.0;2502.0;8056.0
1706826856.9496691;wrapper;0.0013942718505859375;12940.0;854.0;2441.0
1706829187.8268156;wrapper;0.0013394355773925781;9338.0;855.0;4578.0
1706829190.3294835;wrapper;0.0016434192657470703;31678.0;1220.0;8484.0
1706829192.4748511;wrapper;0.0027370452880859375;31616.0;3540.0;12146.0
1706829193.8126383;wrapper;0.0014727115631103516;12085.0;732.0;2808.0
1706829421.5251267;wrapper;0.0036199092864990234;122192.0;4456.0;88439.0
1706829425.6349096;wrapper;0.0012979507446289062;38208.0;1526.0;37476.0
1706829425.7088249;wrapper;0.0013496875762939453;35827.0;1465.0;39855.0
1706829425.7809298;wrapper;0.0013880729675292969;36682.0;1709.0;34302.0
1706829425.8530662;wrapper;0.001360177993774414;74280.0;2930.0;32959.0
1706829427.5137455;wrapper;0.0014417171478271484;32165.0;1648.0;33447.0
1706829427.5851972;wrapper;0.0013670921325683594;62744.0;2686.0;32349.0
1706829427.6570737;wrapper;0.0013377666473388672;39307.0;2929.0;32837.0
1706829427.72832;wrapper;0.0013699531555175781;65490.0;2624.0;39489.0
1706829429.4203274;wrapper;0.0014765262603759766;71777.0;1098.0;39795.0
1706829429.494447;wrapper;0.001306772232055664;34363.0;1221.0;38269.0
1706829429.5673504;wrapper;0.0013148784637451172;39307.0;1282.0;44250.0
1706829429.6404765;wrapper;0.0013725757598876953;34546.0;1404.0;36499.0
1706829431.3038914;wrapper;0.0012917518615722656;34912.0;1648.0;33020.0
1706829431.376183;wrapper;0.0012888908386230469;76538.0;2990.0;32593.0
1706829431.4491422;wrapper;0.001333475112915039;65124.0;2686.0;37170.0
1706829431.5207758;wrapper;0.0014324188232421875;33813.0;1526.0;42175.0
1706829433.179037;wrapper;0.0013039112091064453;37231.0;1709.0;37475.0
1706829433.2511547;wrapper;0.0013115406036376953;74035.0;3113.0;32410.0
1706829433.3242636;wrapper;0.0013582706451416016;67260.0;2624.0;33997.0
1706829433.3979065;wrapper;0.001413106918334961;36194.0;1647.0;42786.0
1706829435.05461;wrapper;0.0013136863708496094;40466.0;1648.0;43762.0
1706829435.1264925;wrapper;0.0013704299926757812;38880.0;1160.0;40283.0
1706829435.1983;wrapper;0.0013322830200195312;78308.0;1220.0;36987.0
1706829435.271737;wrapper;0.0014033317565917969;33814.0;1343.0;35095.0
1706829436.9700904;wrapper;0.0014040470123291016;79041.0;2747.0;41015.0
1706829437.0426314;wrapper;0.0013132095336914062;39856.0;1404.0;35278.0
1706829437.1142986;wrapper;0.0012867450714111328;73792.0;1159.0;38879.0
1706829437.187256;wrapper;0.0012998580932617188;79834.0;2625.0;31678.0
1706829438.8505735;wrapper;0.001367807388305664;38818.0;1404.0;36865.0
1706829438.9252024;wrapper;0.0014882087707519531;95337.0;3784.0;52184.0
1706829438.9994643;wrapper;0.0013251304626464844;34119.0;1221.0;37781.0
1706829439.0723863;wrapper;0.0013434886932373047;44617.0;1404.0;45777.0
1706829440.7671247;wrapper;0.0014698505401611328;83862.0;2747.0;38330.0
1706829440.8398256;wrapper;0.0013947486877441406;44982.0;1648.0;44861.0
1706829440.9127388;wrapper;0.0016279220581054688;83496.0;2808.0;45899.0
1706829440.9860973;wrapper;0.0013308525085449219;79834.0;2930.0;37414.0
1706829442.6781394;wrapper;0.0021011829376220703;74646.0;2808.0;52673.0
1706829442.7516415;wrapper;0.0012791156768798828;39734.0;1343.0;32592.0
